isoname	gene	tpm
ATF2-215	ATF2	0
ATF2-217	ATF2	0.492433
ATF5-201	ATF5	18.8257
ATF5-203	ATF5	1.20558
ATF5-204	ATF5	0.113889
ATF5-205	ATF5	3.37941
ATF6B-209	ATF6B	9.11252
ATF6B-210	ATF6B	37.208
ATF6B-211	ATF6B	10.9807
ATG2B-202	ATG2B	9.05593
ATG3-201	ATG3	78.1056
ATG3-202	ATG3	3.74612
ATG4A-203	ATG4A	15.0941
ATG4A-205	ATG4A	0
ATG4A-206	ATG4A	0.407285
ATG4B-205	ATG4B	16.8169
ATG4B-206	ATG4B	0.700703
ATG4C-201	ATG4C	6.06893
ATG5-201	ATG5	9.33856e-08
ATG5-211	ATG5	21.0793
ATG7-201	ATG7	2.51792
ATG7-202	ATG7	5.05915
ATG7-204	ATG7	0
ATG7-205	ATG7	0.756341
ATG7-206	ATG7	0
ATG7-210	ATG7	0.974976
ATG7-211	ATG7	0.553391
ATG7-213	ATG7	2.39493
ATG7-214	ATG7	0
ATG7-215	ATG7	3.75248
ATIC-201	ATIC	265.839
ATIC-205	ATIC	3.46656
ATL2-201	ATL2	10.3889
ATL2-202	ATL2	1.53458
ATL2-204	ATL2	3.22213
ATL2-206	ATL2	8.71632
ATL2-210	ATL2	0
ATL3-201	ATL3	34.9463
ATL3-203	ATL3	7.31637
ATM-201	ATM	3.21656
ATP10D-201	ATP10D	0.181283
ATP10D-202	ATP10D	0.0426364
ATP10D-203	ATP10D	0.0459441
ATP11C-201	ATP11C	5.76827
ATP11C-202	ATP11C	12.009
ATP11C-203	ATP11C	1.37578
ATP13A1-201	ATP13A1	30.2653
ATP13A1-202	ATP13A1	11.9933
ATP13A1-203	ATP13A1	3.64629
ATP13A4-202	ATP13A4	0.383506
ATP13A4-203	ATP13A4	0
ATP13A4-205	ATP13A4	0.142827
ATP13A4-206	ATP13A4	0.740363
ATP1A1-201	ATP1A1	92.8797
ATP1A1-203	ATP1A1	91.5823
ATP1A1-211	ATP1A1	1.0582
ATP1A3-201	ATP1A3	10.6265
ATP1A3-206	ATP1A3	12.2827
ATP1A3-207	ATP1A3	1.13203
ATP1A3-208	ATP1A3	5.74839
ATP1A3-214	ATP1A3	2.61456
ATP1B3-201	ATP1B3	93.432
ATP2A1-201	ATP2A1	0.126292
ATP2A1-202	ATP2A1	0.597859
ATP2A1-203	ATP2A1	1.5047
ATP2A2-204	ATP2A2	30.9837
ATP2A3-201	ATP2A3	4.98764
ATP2A3-202	ATP2A3	9.42824
ATP2A3-203	ATP2A3	9.14677
ATP2A3-205	ATP2A3	142.71
ATP2A3-206	ATP2A3	12.1754
ATP2B4-203	ATP2B4	117.906
ATP2C2-201	ATP2C2	0
ATP2C2-202	ATP2C2	0.321516
ATP2C2-214	ATP2C2	0
ATP5F1A-201	ATP5F1A	489.56
ATP5F1A-215	ATP5F1A	1.18953
ATP5F1A-220	ATP5F1A	0
ATP5F1B-201	ATP5F1B	850.678
ATP5F1B-210	ATP5F1B	28.841
ATP5F1C-201	ATP5F1C	10.3034
ATP5F1C-202	ATP5F1C	363.217
ATP5F1D-201	ATP5F1D	12.1294
ATP5F1E-201	ATP5F1E	55.307
ATP5IF1-201	ATP5IF1	147.195
ATP5IF1-202	ATP5IF1	20.1117
ATP5IF1-203	ATP5IF1	11.8062
ATP5IF1-204	ATP5IF1	5.46505
ATP5MD-201	ATP5MD	426.492
ATP5PD-201	ATP5PD	245.057
ATP5PF-201	ATP5PF	162.249
ATP5PF-207	ATP5PF	11.3116
ATP6AP1-201	ATP6AP1	41.2117
ATP6AP1-202	ATP6AP1	0.106651
ATP6AP1-203	ATP6AP1	0
ATP6AP1-206	ATP6AP1	1.06858
ATP6V1A-201	ATP6V1A	19.6721
ATP6V1B2-201	ATP6V1B2	76.3491
ATP6V1B2-202	ATP6V1B2	0.602868
ATP6V1C1-201	ATP6V1C1	0.240094
ATP6V1E1-201	ATP6V1E1	119.759
ATP6V1E1-202	ATP6V1E1	0.95101
ATP6V1E2-201	ATP6V1E2	0.557189
ATP6V1FNB-201	ATP6V1FNB	1.42705
ATP6V1G1-201	ATP6V1G1	116.786
ATP6V1H-201	ATP6V1H	1.00726
ATP6V1H-202	ATP6V1H	15.2839
ATP6V1H-207	ATP6V1H	0
ATP8B3-201	ATP8B3	0.162605
ATP8B3-202	ATP8B3	0.0388436
ATPAF1-201	ATPAF1	0
ATPAF1-202	ATPAF1	0
ATPAF1-205	ATPAF1	0
ATPAF1-208	ATPAF1	15.2299
ATPAF1-209	ATPAF1	3.38591
ATPAF1-210	ATPAF1	0
ATPAF1-213	ATPAF1	18.9268
ATPAF2-201	ATPAF2	11.5797
ATPAF2-206	ATPAF2	12.8197
ATR-201	ATR	15.1502
ATR-215	ATR	5.63787
ATR-219	ATR	1.53381
ATXN1-201	ATXN1	0.0386208
ATXN10-201	ATXN10	61.1373
ATXN10-202	ATXN10	0.318808
ATXN10-212	ATXN10	47.7845
ATXN2-201	ATXN2	1.43915
ATXN2-209	ATXN2	1.81347
ATXN2-211	ATXN2	0.676273
ATXN2-213	ATXN2	6.24729
ATXN2-214	ATXN2	0
ATXN2-218	ATXN2	0
ATXN2-219	ATXN2	0
ATXN2-225	ATXN2	0
ATXN2-227	ATXN2	2.00582
ATXN2-229	ATXN2	0.86507
ATXN2-231	ATXN2	2.0872
ATXN2-233	ATXN2	1.19607
ATXN2-235	ATXN2	2.48677
ATXN2-240	ATXN2	0
ATXN2-241	ATXN2	0
ATXN2-242	ATXN2	0
ATXN2-243	ATXN2	0
ATXN2L-202	ATXN2L	56.0937
AUP1-201	AUP1	126.548
AURKB-201	AURKB	4.61677
AURKB-202	AURKB	10.4699
AURKB-203	AURKB	3.71281
AURKB-204	AURKB	23.4953
AURKB-208	AURKB	5.89857
AURKB-209	AURKB	6.16879
AURKB-213	AURKB	0
AURKB-214	AURKB	57.9886
AVEN-201	AVEN	12.3477
AXDND1-201	AXDND1	0
AXDND1-202	AXDND1	2.02521e-10
B2M-202	B2M	601.811
B2M-207	B2M	21.4059
B2M-210	B2M	0.729596
B3GALT5-201	B3GALT5	0
B3GALT5-204	B3GALT5	0
B3GAT1-201	B3GAT1	0.36742
B3GAT2-201	B3GAT2	0.226011
B3GAT3-201	B3GAT3	21.2575
B3GAT3-202	B3GAT3	2.44118
B3GAT3-205	B3GAT3	1.54514
B3GAT3-206	B3GAT3	0
B3GLCT-201	B3GLCT	11.2021
B4GALNT4-201	B4GALNT4	2.6497
B4GALT2-201	B4GALT2	11.7663
B4GALT2-202	B4GALT2	1.63598
B4GALT2-204	B4GALT2	0.719574
B4GAT1-201	B4GAT1	19.3508
BABAM1-201	BABAM1	24.0784
BABAM1-202	BABAM1	0.123783
BABAM1-215	BABAM1	7.33993
BABAM2-201	BABAM2	2.19353
BABAM2-202	BABAM2	0.542066
BABAM2-203	BABAM2	2.91653
BABAM2-205	BABAM2	0
BABAM2-211	BABAM2	1.15189
BAG2-201	BAG2	9.69858
BAG3-201	BAG3	20.1283
BAG4-201	BAG4	17.0173
BAG4-202	BAG4	1.95453
BAG4-204	BAG4	0.892013
BAG6-234	BAG6	34.6036
BAG6-235	BAG6	25.9341
BAG6-236	BAG6	4.02766
BAG6-239	BAG6	2.05735
BAG6-240	BAG6	23.4115
BAG6-241	BAG6	0.87287
BAG6-242	BAG6	0.677368
BAG6-243	BAG6	0
BAG6-244	BAG6	3.35603
BAG6-245	BAG6	11.9952
BAG6-247	BAG6	22.4867
BAG6-248	BAG6	0
BAG6-250	BAG6	10.4877
BAG6-253	BAG6	1.41793
BAG6-254	BAG6	5.71246
BANF1-201	BANF1	483.581
BAZ1A-201	BAZ1A	13.2657
BAZ1A-202	BAZ1A	64.2088
BAZ1B-201	BAZ1B	80.5832
BBS4-206	BBS4	0.41552
BCAN-201	BCAN	0.0764681
BCAN-202	BCAN	0.0817123
BCAP31-201	BCAP31	208.01
BCAP31-202	BCAP31	2.24525
BCAP31-203	BCAP31	0
BCAP31-204	BCAP31	8.82592e-05
BCAP31-206	BCAP31	5.18736
BCAP31-207	BCAP31	1.71349
BCAP31-210	BCAP31	2.01596
BCAS2-201	BCAS2	85.3967
BCAS3-201	BCAS3	0
BCAS3-202	BCAS3	1.33927
BCAS3-203	BCAS3	0.898107
BCAS3-217	BCAS3	0
BCAS3-222	BCAS3	1.70332
BCAT1-201	BCAT1	37.9048
BCAT1-202	BCAT1	1.74873
BCAT1-204	BCAT1	0
BCAT1-205	BCAT1	4.70301
BCAT1-206	BCAT1	8.30008
BCAT1-210	BCAT1	9.16379
BCAT2-201	BCAT2	29.5911
BCAT2-202	BCAT2	5.26268
BCAT2-203	BCAT2	0
BCAT2-204	BCAT2	0.211438
BCAT2-208	BCAT2	0
BCAT2-209	BCAT2	2.77963
BCAT2-212	BCAT2	2.35852
BCCIP-201	BCCIP	42.2077
BCCIP-202	BCCIP	26.0131
BCCIP-203	BCCIP	82.6824
BCKDHB-201	BCKDHB	7.78394
BCL10-201	BCL10	1.63622
BCL10-202	BCL10	12.057
BCL11B-201	BCL11B	14.2198
BCL11B-202	BCL11B	19.5097
BCL11B-203	BCL11B	0
BCL2L14-201	BCL2L14	0
BCL2L14-202	BCL2L14	0.097156
BCL2L14-203	BCL2L14	0
BCL2L14-211	BCL2L14	0.0875764
BCL6B-201	BCL6B	0.0451662
BCLAF1-201	BCLAF1	0
BCLAF1-205	BCLAF1	50.2308
BCLAF1-207	BCLAF1	2.2069
BCLAF1-214	BCLAF1	4.51831
BCOR-201	BCOR	0.767698
BCOR-202	BCOR	0.107158
BCOR-203	BCOR	0.014141
BCOR-209	BCOR	13.6647
BDH1-201	BDH1	1.44018
BDH1-207	BDH1	11.0467
BDH1-209	BDH1	5.4918
BDH2-201	BDH2	16.2248
BDH2-205	BDH2	7.61252
BDH2-207	BDH2	2.81277
BDH2-208	BDH2	0.613325
BEST1-202	BEST1	1.14592
BFAR-201	BFAR	27.7305
BFAR-203	BFAR	12.1655
BICD1-201	BICD1	11.3203
BICD1-203	BICD1	8.32206
BICD1-204	BICD1	3.19537
BICD1-205	BICD1	2.74428
BICD1-206	BICD1	4.73739
BICD1-210	BICD1	0.682763
BID-201	BID	1.6416
BID-203	BID	9.20611
BID-208	BID	38.4292
BIN2-201	BIN2	3.11227
BIN2-202	BIN2	0
BIN2-205	BIN2	0.203571
BIN2-210	BIN2	46.2072
BIRC6-201	BIRC6	13.1187
BLM-201	BLM	13.5989
BLM-208	BLM	4.75007
BLM-211	BLM	17.6276
BLMH-201	BLMH	89.2793
BLVRA-201	BLVRA	42.8451
BMI1-201	BMI1	55.047
BMI1-204	BMI1	3.3633
BMP10-201	BMP10	2.87521
BMS1-201	BMS1	49.2685
BOD1L1-201	BOD1L1	26.3292
BOP1-205	BOP1	94.2443
BPNT1-201	BPNT1	30.4217
BPNT1-203	BPNT1	0
BPNT1-210	BPNT1	0
BPTF-201	BPTF	6.03604
BPTF-202	BPTF	0
BPTF-204	BPTF	0.231242
BPTF-205	BPTF	33.439
BPTF-208	BPTF	1.81072
BPTF-216	BPTF	13.5242
BPTF-219	BPTF	15.8402
BRAF-201	BRAF	0
BRAF-202	BRAF	0.800245
BRAF-204	BRAF	10.6817
BRAF-205	BRAF	0.604138
BRAF-206	BRAF	0.341065
BRAF-215	BRAF	0
BRAF-219	BRAF	0.140921
BRAF-220	BRAF	1.10119
BRAP-201	BRAP	14.7657
BRAP-202	BRAP	15.7054
BRAT1-201	BRAT1	25.0039
BRD7-201	BRD7	25.4096
BRD7-202	BRD7	92.7371
BRI3BP-201	BRI3BP	27.424
BRI3BP-202	BRI3BP	27.424
BRINP2-201	BRINP2	0
BRIX1-201	BRIX1	126.304
BRK1-201	BRK1	157.442
BROX-201	BROX	10.2241
BROX-208	BROX	2.08856
BSDC1-201	BSDC1	11.5116
BSDC1-202	BSDC1	0.270988
BSDC1-203	BSDC1	0.890919
BSDC1-204	BSDC1	7.40603
BSDC1-205	BSDC1	0
BSDC1-206	BSDC1	18.0544
BSDC1-209	BSDC1	0
BSDC1-211	BSDC1	0
BSDC1-212	BSDC1	0.834906
BSG-201	BSG	1.45324
BSG-203	BSG	113.218
BSG-207	BSG	0.839218
BSG-213	BSG	2.15493
BTAF1-201	BTAF1	13.1154
BTAF1-204	BTAF1	34.5681
BTF3-201	BTF3	1112.92
BTF3-202	BTF3	22.9688
BTF3-203	BTF3	1.86826
BTF3-205	BTF3	0.244155
BTG4-201	BTG4	0
BTG4-202	BTG4	0
BTG4-203	BTG4	0
BTNL9-201	BTNL9	2.7626
BUB1-201	BUB1	79.02
BUB1-202	BUB1	0.00427182
BUB1-212	BUB1	31.1543
BUB3-201	BUB3	214.646
BUB3-203	BUB3	21.7542
BUD13-201	BUD13	56.1246
BUD13-202	BUD13	0.614931
BUD23-201	BUD23	95.084
BUD23-203	BUD23	6.37376
BUD23-204	BUD23	5.42128
BUD23-205	BUD23	2.76161
BUD23-208	BUD23	6.41691
BYSL-201	BYSL	77.7748
BYSL-202	BYSL	1.91821
BZW1-203	BZW1	44.4628
BZW2-201	BZW2	71.6922
BZW2-204	BZW2	0
C11orf45-201	C11orf45	1.1659
C11orf58-201	C11orf58	77.1879
C11orf58-209	C11orf58	100.647
C11orf68-201	C11orf68	1.30581
C11orf68-202	C11orf68	2.23502
C11orf68-203	C11orf68	9.1796
C12orf66-201	C12orf66	5.86093
C12orf66-202	C12orf66	6.871
C12orf66-204	C12orf66	1.81588
C14orf39-201	C14orf39	2.91697
C14orf39-203	C14orf39	11.7535
C17orf75-201	C17orf75	6.67462
C17orf75-202	C17orf75	1.78707
C17orf75-213	C17orf75	4.70868
C19orf25-201	C19orf25	3.07559
C19orf25-202	C19orf25	0
C19orf25-207	C19orf25	0
C1orf131-201	C1orf131	1.6134
C1orf131-202	C1orf131	17.2331
C1orf131-203	C1orf131	12.2649
C1orf52-202	C1orf52	35.775
C1orf52-203	C1orf52	12.7156
C1QBP-201	C1QBP	81.236
C1QBP-202	C1QBP	157.394
C1QBP-206	C1QBP	493.776
C1QTNF2-201	C1QTNF2	0
C1QTNF2-202	C1QTNF2	0.25217
C1R-201	C1R	0
C1R-202	C1R	1.08757
C1R-214	C1R	0.705571
C3-201	C3	0.0198654
C3-213	C3	0.668013
C3orf38-201	C3orf38	26.0079
C4A-243	C4A	1.66888
C4A-259	C4A	0
C4B-201	C4B	0
C4B-202	C4B	0
C5-201	C5	0.683361
C5AR1-201	C5AR1	0.474598
C5orf15-201	C5orf15	38.8327
C5orf22-201	C5orf22	24.0193
C7orf50-201	C7orf50	23.7753
C7orf50-204	C7orf50	0
C7orf50-205	C7orf50	0
C7orf50-208	C7orf50	10.1901
C8orf37-201	C8orf37	3.66868
C9orf135-201	C9orf135	0
C9orf135-203	C9orf135	0
CA12-201	CA12	0
CA12-202	CA12	0
CA12-203	CA12	0.0246975
CAB39-201	CAB39	45.9186
CAB39-207	CAB39	19.4903
CABIN1-201	CABIN1	26.9338
CABIN1-204	CABIN1	2.96856
CABIN1-214	CABIN1	1.49348e-09
CACFD1-201	CACFD1	1.52961
CACFD1-202	CACFD1	4.05813
CACNA1A-201	CACNA1A	0
CACNA1A-202	CACNA1A	0
CACNA1A-214	CACNA1A	0
CACNA1A-215	CACNA1A	0
CACNA1A-218	CACNA1A	0
CACNA1A-221	CACNA1A	0
CACNA1A-225	CACNA1A	0
CACNA1A-227	CACNA1A	0
CACNA1A-238	CACNA1A	0
CACNA1A-240	CACNA1A	0
CACNA1A-246	CACNA1A	0
CACNA1A-247	CACNA1A	0
CACNA1A-253	CACNA1A	0
CACNA1A-257	CACNA1A	0
CACNA1A-260	CACNA1A	0
CACNA1D-201	CACNA1D	0
CACNA1D-202	CACNA1D	0
CACNA1D-203	CACNA1D	0
CACNA1D-211	CACNA1D	0
CACNA1D-218	CACNA1D	0
CACNA1D-223	CACNA1D	0
CACNA1D-229	CACNA1D	0
CACNA1E-201	CACNA1E	0
CACNA1E-202	CACNA1E	0
CACNA1E-203	CACNA1E	0.036863
CACNA1E-204	CACNA1E	0
CACNA1E-206	CACNA1E	0
CACNA1S-201	CACNA1S	0
CACNA1S-202	CACNA1S	0
CACTIN-201	CACTIN	0.183923
CACYBP-201	CACYBP	101.396
CACYBP-202	CACYBP	172.618
CAD-201	CAD	74.8932
CAD-202	CAD	1.30913
CALCOCO2-201	CALCOCO2	30.4392
CALCOCO2-203	CALCOCO2	1.49978
CALCOCO2-204	CALCOCO2	30.5778
CALCOCO2-211	CALCOCO2	44.1776
CALCOCO2-215	CALCOCO2	5.94021
CALM1-201	CALM1	41.1683
CALM2-201	CALM2	301.151
CALM3-201	CALM3	232.929
CALR-201	CALR	762.53
CALU-201	CALU	16.0218
CALU-202	CALU	22.9461
CALU-203	CALU	2.36572
CALU-206	CALU	0.146118
CAMK2A-201	CAMK2A	0
CAMK2A-203	CAMK2A	0
CAMK2A-206	CAMK2A	0
CAMK2A-208	CAMK2A	0.0417568
CAMK2A-209	CAMK2A	0
CAMK2A-210	CAMK2A	0
CAMK2A-211	CAMK2A	0
CAMK2A-213	CAMK2A	0
CAMK2A-214	CAMK2A	0
CAMK2A-215	CAMK2A	0
CAMK2B-201	CAMK2B	0
CAMK2B-202	CAMK2B	0.0406071
CAMK2B-203	CAMK2B	0
CAMK2B-204	CAMK2B	0
CAMK2B-205	CAMK2B	0
CAMK2B-206	CAMK2B	0
CAMK2B-207	CAMK2B	0
CAMK2B-208	CAMK2B	0
CAMK2B-209	CAMK2B	0
CAMK2D-201	CAMK2D	0.864051
CAMK2D-202	CAMK2D	0.999382
CAMK2D-204	CAMK2D	1.50318
CAMK2D-205	CAMK2D	1.81056
CAMK2D-207	CAMK2D	0
CAMK2D-208	CAMK2D	0.184319
CAMK2D-209	CAMK2D	0
CAMK2D-211	CAMK2D	0.0988616
CAMK2D-213	CAMK2D	0.412026
CAMK2D-214	CAMK2D	0.0746086
CAMK2G-201	CAMK2G	0.186717
CAMK2G-202	CAMK2G	0.668906
CAMK2G-203	CAMK2G	9.72469
CAMK2G-204	CAMK2G	15.76
CAMK2G-205	CAMK2G	0
CAMK2G-206	CAMK2G	1.30441e-07
CAMK2G-207	CAMK2G	2.06645
CAMK2G-208	CAMK2G	19.9816
CAMK2G-209	CAMK2G	0
CAMK4-201	CAMK4	33.5103
CAND1-208	CAND1	24.6885
CANX-201	CANX	43.4735
CAP1-202	CAP1	80.0783
CAPG-201	CAPG	146.971
CAPG-205	CAPG	4.78506
CAPN1-201	CAPN1	45.7911
CAPN11-201	CAPN11	0.0199372
CAPNS1-201	CAPNS1	35.2688
CAPNS1-202	CAPNS1	0
CAPNS1-203	CAPNS1	0
CAPNS1-204	CAPNS1	0.823266
CAPNS1-205	CAPNS1	0
CAPNS1-209	CAPNS1	111.705
CAPNS1-212	CAPNS1	0.0950692
CAPRIN1-207	CAPRIN1	53.7128
CAPZA1-201	CAPZA1	229.075
CAPZA2-201	CAPZA2	16.0015
CAPZB-201	CAPZB	262.242
CAPZB-202	CAPZB	0.304607
CAPZB-203	CAPZB	0.186542
CAPZB-204	CAPZB	2.87433
CAPZB-205	CAPZB	4.54959
CARD19-201	CARD19	9.89744
CARD9-201	CARD9	0.495616
CARD9-202	CARD9	0
CARD9-206	CARD9	0.123372
CARHSP1-201	CARHSP1	41.5279
CARHSP1-207	CARHSP1	0.806292
CARHSP1-210	CARHSP1	4.26073
CARHSP1-211	CARHSP1	2.90503
CARHSP1-215	CARHSP1	0
CARM1-201	CARM1	12.3956
CARM1-202	CARM1	26.2626
CARM1-203	CARM1	5.32698
CARM1-206	CARM1	0
CARM1-207	CARM1	0
CARM1-208	CARM1	0.829643
CARM1-209	CARM1	5.02088
CARNMT1-201	CARNMT1	0
CARNMT1-202	CARNMT1	18.0734
CARS1-201	CARS1	17.1453
CARS1-202	CARS1	9.56343
CARS1-203	CARS1	8.72163
CARS1-214	CARS1	0.738904
CARS2-201	CARS2	32.8303
CARS2-213	CARS2	0.275613
CARS2-218	CARS2	2.04165
CARS2-228	CARS2	1.23308
CASKIN2-201	CASKIN2	8.96735
CASKIN2-202	CASKIN2	0.509681
CASP10-201	CASP10	0.737923
CASP10-202	CASP10	4.26973
CASP10-203	CASP10	0.119188
CASP10-204	CASP10	5.03727
CASP10-205	CASP10	0.889459
CASP10-206	CASP10	1.01239
CASP10-207	CASP10	0.201709
CASP10-208	CASP10	0
CASP3-201	CASP3	12.9307
CASP3-202	CASP3	1.82024
CASP3-204	CASP3	3.07559
CASP6-201	CASP6	24.415
CASP7-201	CASP7	0.159241
CASP7-206	CASP7	0
CASP8-201	CASP8	0.166473
CASP8-202	CASP8	6.68749
CASP8-203	CASP8	9.10231
CASP8-205	CASP8	1.03826
CASP8-212	CASP8	13.5554
CASP8-215	CASP8	0.361268
CASQ2-201	CASQ2	0.0209887
CASR-201	CASR	0
CASR-202	CASR	0
CASR-204	CASR	0
CAST-251	CAST	0.773659
CASTOR1-201	CASTOR1	1.98387
CASTOR1-202	CASTOR1	6.11587
CASTOR1-203	CASTOR1	0.882474
CASTOR2-201	CASTOR2	10.8547
CAT-201	CAT	51.5991
CATIP-201	CATIP	0
CBFB-201	CBFB	52.8582
CBFB-202	CBFB	32.8975
CBFB-210	CBFB	0.707062
CBL-201	CBL	31.1002
CBL-203	CBL	0
CBL-204	CBL	0
CBL-205	CBL	1.05174
CBLB-201	CBLB	2.23223
CBLB-202	CBLB	0.0711057
CBLB-203	CBLB	0
CBLB-212	CBLB	0.668572
CBLB-214	CBLB	0.812198
CBLB-217	CBLB	2.0438
CBLL1-201	CBLL1	18.5772
CBLL1-202	CBLL1	0.0975339
CBLL1-203	CBLL1	1.21714
CBLL1-205	CBLL1	25.894
CBR4-204	CBR4	2.0226
CBS-201	CBS	0
CBS-205	CBS	1.5878
CBSL-201	CBSL	0.204064
CBSL-210	CBSL	1.65597e-07
CBX1-201	CBX1	189.557
CBX3-201	CBX3	56.2264
CBX5-201	CBX5	99.6978
CCAR1-201	CCAR1	21.2035
CCAR1-207	CCAR1	0.954169
CCAR1-211	CCAR1	15.5297
CCAR1-214	CCAR1	2.03636
CCAR1-217	CCAR1	19.2478
CCAR2-201	CCAR2	6.59957
CCAR2-206	CCAR2	11.7502
CCDC117-201	CCDC117	63.6999
CCDC117-202	CCDC117	0.214556
CCDC117-205	CCDC117	2.02788
CCDC127-201	CCDC127	9.32038
CCDC136-205	CCDC136	1.19241
CCDC136-214	CCDC136	9.9701
CCDC151-201	CCDC151	0.0880856
CCDC151-203	CCDC151	0
CCDC151-204	CCDC151	0.507963
CCDC17-202	CCDC17	0.309602
CCDC17-205	CCDC17	0.435252
CCDC17-209	CCDC17	2.98657e-10
CCDC174-201	CCDC174	1.2922
CCDC174-202	CCDC174	16.9549
CCDC32-201	CCDC32	0.15645
CCDC32-203	CCDC32	1.0821
CCDC32-204	CCDC32	0
CCDC32-205	CCDC32	2.43547
CCDC32-207	CCDC32	0.451065
CCDC32-210	CCDC32	0
CCDC32-212	CCDC32	3.60901
CCDC43-201	CCDC43	35.3663
CCDC43-202	CCDC43	2.91326
CCDC43-203	CCDC43	4.95286
CCDC47-201	CCDC47	47.7092
CCDC47-204	CCDC47	8.77749
CCDC59-201	CCDC59	35.3021
CCDC7-206	CCDC7	0
CCDC71L-201	CCDC71L	3.76601
CCDC71L-202	CCDC71L	2.04722
CCDC97-201	CCDC97	27.8801
CCKBR-201	CCKBR	0.138484
CCKBR-203	CCKBR	0
CCKBR-206	CCKBR	0
CCL15-204	CCL15	0
CCL15-CCL14-201	CCL15-CCL14	0
CCM2-201	CCM2	30.3275
CCM2-202	CCM2	4.95575
CCM2-207	CCM2	0.168619
CCM2-212	CCM2	5.92532
CCM2-216	CCM2	2.31267
CCM2-218	CCM2	10.8153
CCM2-220	CCM2	3.14116
CCNA2-201	CCNA2	105.262
CCNB1-201	CCNB1	83.7985
CCNB1-203	CCNB1	0
CCNB1-204	CCNB1	134.88
CCNB1-206	CCNB1	1.94075
CCNT1-201	CCNT1	37.1785
CCT2-201	CCT2	538.997
CCT2-203	CCT2	7.74211
CCT2-208	CCT2	0.748964
CCT3-201	CCT3	616.022
CCT3-203	CCT3	0.262745
CCT3-204	CCT3	3.50649
CCT3-211	CCT3	29.511
CCT4-201	CCT4	336.804
CCT4-204	CCT4	0.545722
CCT5-201	CCT5	95.9545
CCT5-213	CCT5	41.8156
CCT6A-201	CCT6A	418.514
CCT6A-202	CCT6A	12.312
CCT6B-201	CCT6B	0.0267022
CCT6B-202	CCT6B	0.323926
CCT6B-203	CCT6B	0.228108
CCT7-201	CCT7	731.741
CCT7-215	CCT7	9.69529
CCT7-216	CCT7	0.523344
CCT8-201	CCT8	630.435
CCT8-202	CCT8	0.140242
CCT8-212	CCT8	15.7547
CCZ1-201	CCZ1	47.5069
CCZ1-207	CCZ1	0
CCZ1B-201	CCZ1B	2.69394
CCZ1B-202	CCZ1B	0.17905
CD109-201	CD109	0.24397
CD109-202	CD109	0
CD109-203	CD109	0
CD164-201	CD164	0.197339
CD164-202	CD164	85.2802
CD164-203	CD164	20.1286
CD164-204	CD164	0.643418
CD164-207	CD164	6.01943
CD164-210	CD164	1.25665
CD180-201	CD180	0.125923
CD2-202	CD2	197.814
CD207-201	CD207	0
CD247-201	CD247	51.1078
CD247-202	CD247	97.6832
CD28-201	CD28	69.2916
CD28-202	CD28	0.635572
CD28-203	CD28	18.2
CD2BP2-201	CD2BP2	47.9464
CD38-201	CD38	16.8459
CD38-204	CD38	2.14864
CD3D-201	CD3D	1180.11
CD3D-202	CD3D	44.0715
CD3D-205	CD3D	65.9054
CD3E-201	CD3E	638.111
CD3E-204	CD3E	21.9683
CD3EAP-201	CD3EAP	10.6258
CD3G-202	CD3G	17.0153
CD3G-206	CD3G	122.595
CD46-201	CD46	17.5633
CD46-202	CD46	0.159988
CD46-203	CD46	33.4126
CD46-204	CD46	8.62279
CD46-205	CD46	5.28726
CD46-206	CD46	0.253599
CD46-207	CD46	7.46407
CD46-208	CD46	8.85471
CD46-214	CD46	2.19664
CD53-201	CD53	177.04
CD59-201	CD59	18.1674
CD59-208	CD59	0.858285
CD7-201	CD7	66.1641
CD7-207	CD7	2.77255
CD79A-201	CD79A	30.2066
CD79A-202	CD79A	2.61049
CD81-201	CD81	45.498
CD81-202	CD81	0
CD81-203	CD81	0.48612
CD81-205	CD81	1.27623
CD81-207	CD81	7.14207
CD81-208	CD81	0.625891
CD81-209	CD81	0
CD81-213	CD81	61.8627
CD81-217	CD81	0.747447
CDC123-201	CDC123	256.637
CDC123-202	CDC123	9.96152
CDC14C-201	CDC14C	0
CDC14C-202	CDC14C	1.19231
CDC16-202	CDC16	4.08289
CDC23-208	CDC23	0
CDC23-209	CDC23	0
CDC25C-201	CDC25C	8.19925
CDC25C-202	CDC25C	1.28248e-06
CDC25C-204	CDC25C	3.59984
CDC25C-209	CDC25C	0
CDC25C-210	CDC25C	0.120449
CDC27-201	CDC27	40.1456
CDC27-204	CDC27	24.0367
CDC27-207	CDC27	5.75671
CDC27-213	CDC27	2.62525
CDC34-201	CDC34	25.4246
CDC37-201	CDC37	155.531
CDC37L1-201	CDC37L1	7.09069
CDC37L1-202	CDC37L1	4.42755
CDC40-201	CDC40	16.9356
CDC42-201	CDC42	32.9915
CDC42-202	CDC42	132.659
CDC42-204	CDC42	39.7812
CDC42-207	CDC42	5.92666
CDC42-211	CDC42	0.823944
CDC42SE2-201	CDC42SE2	56.3113
CDC42SE2-206	CDC42SE2	1.14066
CDC45-201	CDC45	93.3627
CDC45-202	CDC45	2.96458
CDC45-203	CDC45	5.20278
CDC45-205	CDC45	1.52699
CDC45-213	CDC45	1.02272
CDC45-214	CDC45	10.1129
CDC5L-201	CDC5L	35.8664
CDC73-201	CDC73	11.433
